sample_id,category,context_condition,a_mean,a_sd,b_mean,raw_p
112,Nationality,disambig,6.357673168182373,1.7525384426116943,0.25979071855545044,0.5833333333333334
76,Gender_identity,disambig,6.340057849884033,1.7171146869659424,0.25955119729042053,0.5833333333333334
22,Age,disambig,6.315240383148193,1.662286400794983,0.2566601634025574,0.5833333333333334
136,Physical_appearance,disambig,6.3023762702941895,1.665691614151001,0.2588682174682617,0.5833333333333334
202,Religion,disambig,6.294274806976318,1.6369379758834839,0.25960251688957214,0.5833333333333334
240,SES,disambig,5.878610134124756,1.9185749292373657,-0.19319351017475128,0.6666666666666666
238,SES,disambig,5.863407135009766,2.0342910289764404,-0.19364066421985626,0.6666666666666666
115,Nationality,disambig,5.698387145996094,1.69208562374115,-0.00437928969040513,0.625
205,Religion,disambig,5.207189559936523,1.1589363813400269,0.19740238785743713,0.5916666666666667
237,SES,disambig,5.050541400909424,1.168452262878418,0.14778520166873932,0.6
54,Disability_status,disambig,5.039425849914551,2.0827548503875732,-0.7897493243217468,0.8333333333333334
172,Race_ethnicity,disambig,5.014592170715332,2.012558937072754,-0.7861915230751038,0.8333333333333334
52,Disability_status,disambig,4.962777137756348,1.9908136129379272,-0.7900323867797852,0.8333333333333334
147,Physical_appearance,disambig,4.95672082901001,1.9774972200393677,-0.7559345960617065,0.825
267,Sexual_orientation,disambig,4.84488582611084,1.0880184173583984,0.34867775440216064,0.5666666666666667
209,Religion,disambig,4.838780403137207,1.8886098861694336,-0.8291569948196411,0.8416666666666667
140,Physical_appearance,disambig,4.771350860595703,1.0518649816513062,0.1488564908504486,0.6
138,Physical_appearance,disambig,4.742092609405518,1.5318686962127686,-1.3492141962051392,0.9166666666666666
265,Sexual_orientation,disambig,4.7344746589660645,1.564145803451538,-1.3512331247329712,0.9166666666666666
48,Disability_status,disambig,4.7086687088012695,1.4927858114242554,-1.3525291681289673,0.9166666666666666
16,Age,disambig,4.707183837890625,1.544033169746399,-1.3501499891281128,0.9166666666666666
120,Nationality,disambig,4.704512119293213,1.1756532192230225,0.47498685121536255,0.5416666666666666
236,SES,disambig,4.700179100036621,1.224608063697815,0.47345733642578125,0.5416666666666666
144,Physical_appearance,disambig,4.696661949157715,1.541715145111084,-1.3518342971801758,0.9166666666666666
226,SES,disambig,4.69542121887207,1.5246167182922363,-1.353949785232544,0.9166666666666666
55,Disability_status,disambig,4.69433069229126,1.4996557235717773,-1.3529340028762817,0.9166666666666666
200,Religion,disambig,4.671012878417969,1.3167741298675537,-0.2065872997045517,0.675
89,Gender_identity,disambig,4.4677205085754395,0.9942407608032227,0.1082615852355957,0.6083333333333333
207,Religion,disambig,4.374625205993652,1.1262718439102173,-0.16578409075737,0.6666666666666666
150,Physical_appearance,disambig,4.347037315368652,0.9381719827651978,0.1524152308702469,0.6
30,Age,disambig,4.299783229827881,1.4691548347473145,-1.0321040153503418,0.875
143,Physical_appearance,disambig,4.292256832122803,1.4727288484573364,-1.0329335927963257,0.875
256,Sexual_orientation,disambig,4.274329662322998,0.8869205117225647,0.10965851694345474,0.6083333333333333
58,Disability_status,disambig,4.221236228942871,0.9000253081321716,0.10930509865283966,0.6083333333333333
111,Nationality,disambig,4.148866176605225,1.351400375366211,-1.1563341617584229,0.8916666666666667
204,Religion,disambig,3.723029851913452,0.9473305940628052,0.8007826805114746,0.45
168,Race_ethnicity,disambig,3.5610969066619873,1.102870225906372,-0.6572368741035461,0.7916666666666666
26,Age,disambig,3.367114305496216,0.9842987656593323,-1.0985854864120483,0.875
227,SES,disambig,3.1923036575317383,0.6845342516899109,-0.146786630153656,0.6666666666666666
110,Nationality,disambig,3.131575345993042,0.7998318076133728,1.0488451719284058,0.375
108,Nationality,disambig,3.1229796409606934,0.5594209432601929,0.15709303319454193,0.6
199,Religion,disambig,3.1120781898498535,0.7786381244659424,1.049818515777588,0.375
141,Physical_appearance,disambig,3.050187587738037,0.7612311244010925,1.1084067821502686,0.35833333333333334
106,Nationality,disambig,2.9213500022888184,0.7877209782600403,-0.7664814591407776,0.8083333333333333
208,Religion,disambig,2.8957104682922363,0.6876311898231506,1.315211534500122,0.3
57,Disability_status,disambig,2.7677760124206543,0.7456120848655701,-1.1656639575958252,0.875
117,Nationality,disambig,2.6893367767333984,0.7078913450241089,-1.2347240447998047,0.8833333333333333
262,Sexual_orientation,disambig,2.6153721809387207,0.9662244915962219,-2.074248790740967,0.9583333333333334
210,Religion,disambig,2.5653841495513916,0.542032778263092,1.020135760307312,0.38333333333333336
18,Age,disambig,2.552757501602173,0.9397164583206177,-2.0951170921325684,0.9583333333333334
148,Physical_appearance,disambig,2.501880168914795,0.6544139981269836,-1.2105395793914795,0.875
28,Age,disambig,2.5005743503570557,0.8814331889152527,-2.084660291671753,0.9583333333333334
114,Nationality,disambig,2.49430251121521,0.6398701071739197,-1.2080940008163452,0.875
49,Disability_status,disambig,2.4046051502227783,0.583167552947998,-0.9555633068084717,0.8333333333333334
203,Religion,disambig,2.3830392360687256,0.42698317766189575,0.14501065015792847,0.6
198,Religion,disambig,2.3340022563934326,0.5453498363494873,-0.7379904985427856,0.7916666666666666
23,Age,disambig,2.2913196086883545,0.5918278694152832,-1.3076773881912231,0.8833333333333333
21,Age,disambig,2.1762514114379883,0.442820280790329,-0.4323279559612274,0.725
142,Physical_appearance,disambig,2.1762001514434814,0.40822291374206543,-0.1621069759130478,0.6666666666666666
59,Disability_status,disambig,2.137078285217285,0.719086766242981,-2.2160017490386963,0.9583333333333334
175,Race_ethnicity,disambig,2.0379626750946045,0.4425492584705353,-0.6081604361534119,0.7583333333333333
46,Disability_status,disambig,2.0318777561187744,0.441921204328537,-0.7393031716346741,0.7833333333333333
146,Physical_appearance,disambig,2.024871826171875,0.4375269114971161,-0.6098265051841736,0.7583333333333333
234,SES,disambig,1.9411498308181763,0.36683937907218933,0.6900567412376404,0.4666666666666667
139,Physical_appearance,disambig,1.920316219329834,0.3972511291503906,-0.5826320648193359,0.75
53,Disability_status,disambig,1.9200226068496704,0.3454549312591553,-0.020152658224105835,0.6333333333333333
259,Sexual_orientation,disambig,1.9143812656402588,0.43617820739746094,-1.055111289024353,0.8333333333333334
166,Race_ethnicity,disambig,1.8844799995422363,0.4985632300376892,-1.740918517112732,0.9166666666666666
264,Sexual_orientation,disambig,1.8447213172912598,0.7538639903068542,-3.4243321418762207,0.9916666666666667
79,Gender_identity,disambig,1.8223477602005005,0.7192310094833374,-3.42832350730896,0.9916666666666667
50,Disability_status,disambig,1.7581652402877808,0.6844559907913208,-3.472198724746704,0.9916666666666667
3,Age,ambig,1.7553209066390991,0.3011048436164856,0.4751669466495514,0.5166666666666667
206,Religion,disambig,1.6397274732589722,0.35024183988571167,-0.9247825145721436,0.8
24,Age,disambig,1.5202449560165405,0.33549392223358154,-1.0787110328674316,0.8166666666666667
268,Sexual_orientation,disambig,1.427061676979065,0.3810104429721832,2.5590999126434326,0.125
86,Gender_identity,disambig,1.3951128721237183,0.4426971971988678,-3.8080363273620605,0.9916666666666667
60,Disability_status,disambig,1.362720012664795,0.37242329120635986,-2.1877553462982178,0.925
7,Age,ambig,1.204528570175171,0.3469603657722473,-4.130335330963135,0.9916666666666667
173,Race_ethnicity,disambig,1.1945713758468628,0.3301878869533539,3.022608995437622,0.1
88,Gender_identity,disambig,1.157764196395874,0.32227492332458496,-2.85550594329834,0.95
118,Nationality,disambig,1.0958516597747803,0.28276780247688293,-2.3996665477752686,0.9166666666666666
109,Nationality,disambig,1.089380145072937,0.2854670584201813,-2.410398483276367,0.9166666666666666
178,Race_ethnicity,disambig,0.9760362505912781,0.24603280425071716,-2.5971949100494385,0.9166666666666666
81,Gender_identity,disambig,0.9605796933174133,0.2065427601337433,-0.49218258261680603,0.675
47,Disability_status,disambig,0.907629668712616,0.22674959897994995,-2.1921093463897705,0.875
15,Age,ambig,0.8740354180335999,0.21852540969848633,-4.162841796875,0.975
56,Disability_status,disambig,0.8640193343162537,0.18874819576740265,1.2579500675201416,0.375
228,SES,disambig,0.855986475944519,0.2111770659685135,4.616097927093506,0.041666666666666664
230,SES,disambig,0.853859543800354,0.2160765826702118,4.612941265106201,0.041666666666666664
197,Religion,disambig,0.8398587107658386,0.1895681619644165,1.2766934633255005,0.375
187,Religion,ambig,0.806352972984314,0.19657763838768005,-4.091054916381836,0.9666666666666667
211,SES,ambig,0.8059831857681274,0.19385623931884766,-4.097379207611084,0.9666666666666667
98,Nationality,ambig,0.8012574315071106,0.1916733831167221,-4.126608371734619,0.9666666666666667
124,Physical_appearance,ambig,0.7981012463569641,0.19228963553905487,-4.126532077789307,0.9666666666666667
78,Gender_identity,disambig,0.7833943367004395,0.19956742227077484,-3.3843605518341064,0.9333333333333333
13,Age,ambig,0.7792206406593323,0.17601394653320312,-0.8953211307525635,0.7083333333333334
94,Nationality,ambig,0.7475112080574036,0.1784171313047409,-4.065333366394043,0.9583333333333334
32,Disability_status,ambig,0.7451571822166443,0.17948301136493683,-4.078002452850342,0.9583333333333334
224,SES,ambig,0.7449605464935303,0.1722594052553177,-4.0722479820251465,0.9583333333333334
132,Physical_appearance,ambig,0.7448093891143799,0.18333768844604492,-4.095902919769287,0.9583333333333334
134,Physical_appearance,ambig,0.7446253895759583,0.17521096765995026,-4.09718656539917,0.9583333333333334
36,Disability_status,ambig,0.7444940209388733,0.17853233218193054,-4.0807013511657715,0.9583333333333334
181,Religion,ambig,0.7436482906341553,0.17543631792068481,-4.08428955078125,0.9583333333333334
40,Disability_status,ambig,0.7432608008384705,0.1738339215517044,-4.097265720367432,0.9583333333333334
93,Nationality,ambig,0.743148148059845,0.1781652420759201,-4.09954309463501,0.9583333333333334
219,SES,ambig,0.7430321574211121,0.1753981113433838,-4.094204902648926,0.9583333333333334
1,Age,ambig,0.7428853511810303,0.17440949380397797,-4.085101127624512,0.9583333333333334
255,Sexual_orientation,ambig,0.7425206899642944,0.1744728684425354,-4.087884426116943,0.9583333333333334
130,Physical_appearance,ambig,0.7423096895217896,0.1732645332813263,-4.081503868103027,0.9583333333333334
34,Disability_status,ambig,0.7422491908073425,0.1795397847890854,-4.092696666717529,0.9583333333333334
125,Physical_appearance,ambig,0.7421437501907349,0.17588399350643158,-4.098084926605225,0.9583333333333334
100,Nationality,ambig,0.7420262098312378,0.17771142721176147,-4.108327388763428,0.9583333333333334
11,Age,ambig,0.7419596314430237,0.17962391674518585,-4.109589576721191,0.9583333333333334
221,SES,ambig,0.7417020797729492,0.18149252235889435,-4.112097263336182,0.9583333333333334
37,Disability_status,ambig,0.7416658997535706,0.17641492187976837,-4.092991352081299,0.9583333333333334
127,Physical_appearance,ambig,0.7416130304336548,0.17626528441905975,-4.095350742340088,0.9583333333333334
12,Age,ambig,0.7413186430931091,0.17153552174568176,-4.103552341461182,0.9583333333333334
189,Religion,ambig,0.7412275075912476,0.1785009801387787,-4.1063408851623535,0.9583333333333334
42,Disability_status,ambig,0.7411820292472839,0.174205020070076,-4.105085849761963,0.9583333333333334
9,Age,ambig,0.7409507036209106,0.17259658873081207,-4.102550029754639,0.9583333333333334
190,Religion,ambig,0.7404519319534302,0.1699812263250351,-4.102202415466309,0.9583333333333334
105,Nationality,ambig,0.7404270768165588,0.17145095765590668,-4.105888366699219,0.9583333333333334
222,SES,ambig,0.7403447031974792,0.1750292181968689,-4.093887805938721,0.9583333333333334
41,Disability_status,ambig,0.7402821183204651,0.17490293085575104,-4.091067314147949,0.9583333333333334
6,Age,ambig,0.7401832342147827,0.17067065834999084,-4.082739353179932,0.9583333333333334
39,Disability_status,ambig,0.7390555739402771,0.1755242496728897,-4.111429691314697,0.9583333333333334
45,Disability_status,ambig,0.7384077310562134,0.18018697202205658,-4.122511386871338,0.9583333333333334
74,Gender_identity,ambig,0.7383117079734802,0.17296846210956573,-4.115363121032715,0.9583333333333334
252,Sexual_orientation,ambig,0.7374407649040222,0.17471113801002502,-4.121188163757324,0.9583333333333334
186,Religion,ambig,0.7373082637786865,0.17753133177757263,-4.128067970275879,0.9583333333333334
44,Disability_status,ambig,0.7371882200241089,0.17613846063613892,-4.133246898651123,0.9583333333333334
128,Physical_appearance,ambig,0.7362077236175537,0.1753125637769699,-4.131326675415039,0.9583333333333334
253,Sexual_orientation,ambig,0.7359210848808289,0.18069352209568024,-4.1433634757995605,0.9583333333333334
38,Disability_status,ambig,0.735837996006012,0.17216116189956665,-4.113616943359375,0.9583333333333334
185,Religion,ambig,0.7211702466011047,0.17217260599136353,-1.7735674381256104,0.8
233,SES,disambig,0.7111578583717346,0.16369393467903137,-4.227145671844482,0.9583333333333334
17,Age,disambig,0.6947275400161743,0.17716294527053833,2.018429756164551,0.2916666666666667
193,Religion,ambig,0.6768837571144104,0.16198201477527618,-3.1492652893066406,0.9
87,Gender_identity,disambig,0.670041024684906,0.15387459099292755,-4.392263412475586,0.9583333333333334
182,Religion,ambig,0.6263047456741333,0.15019842982292175,-0.44752150774002075,0.625
263,Sexual_orientation,disambig,0.6172894239425659,0.150034561753273,3.3976032733917236,0.16666666666666666
258,Sexual_orientation,disambig,0.6015014052391052,0.1330205649137497,4.845490455627441,0.075
123,Physical_appearance,ambig,0.5830690860748291,0.14387156069278717,-0.44026586413383484,0.6166666666666667
149,Physical_appearance,disambig,0.5786280632019043,0.14939087629318237,0.432354211807251,0.5083333333333333
14,Age,ambig,0.5686966776847839,0.129170224070549,-3.9335007667541504,0.9166666666666666
85,Gender_identity,disambig,0.5601220726966858,0.12966182827949524,-3.253521680831909,0.875
145,Physical_appearance,disambig,0.5533336997032166,0.13698045909404755,-2.490884304046631,0.8166666666666667
97,Nationality,ambig,0.517656683921814,0.10730699449777603,5.5070977210998535,0.06666666666666667
84,Gender_identity,disambig,0.514924943447113,0.1179741844534874,-3.616715431213379,0.8833333333333333
116,Nationality,disambig,0.424049437046051,0.09289192408323288,-4.393787384033203,0.8916666666666667
51,Disability_status,disambig,0.4075547158718109,0.11563469469547272,-0.04111897945404053,0.55
269,Sexual_orientation,disambig,0.3326599895954132,0.08628580719232559,2.5423521995544434,0.3333333333333333
235,SES,disambig,0.28392717242240906,0.07928657531738281,1.4751592874526978,0.425
260,Sexual_orientation,disambig,0.24097055196762085,0.06608539819717407,-1.5138131380081177,0.625
